,text
Ses05M_impro03_M032,it's great. I'm a lucky man.
Ses05M_impro03_F031,"That's incredible yeah ,Congratulations."
Ses05M_impro03_M033,Thank you.
Ses05M_impro04_M000,"Uh, God. I don't know what to do anymore. Like I said --"
Ses05M_impro04_M001,"I don't know. There's nothing for me out there. I can't get a job. I haven't gotten a job in a year, three years. What is it, three years now; right? That I haven't been able to have a job."
Ses05M_impro04_F001,Really? It's been that long?
Ses05M_impro04_M002,"Something like that. I can't even remember anymore. I don't know what to do anymore. I just get out there everyday -- well, not everyday, almost everyday."
Ses05M_impro04_F002,Wow.
Ses05M_impro04_M003,And try to do something. I mean-
Ses05M_impro04_F003,What have you been trying?
Ses05M_impro04_M004,"Well, everything. I'll do temping, you know, office work. You know, whatever to pay the bills. You know, I'll do anything."
Ses05M_impro04_M005,"But, I mean, I don't want to keep those jobs. I don't want those jobs.It's not what I want to do."
Ses05M_impro04_F004,Right.
Ses05M_impro04_M006,"But, I don't know. God, what am I going to do? Should I go back to school? I can't- I can't afford to go back to school."
Ses05M_impro04_M007,What do you do?
Ses05M_impro04_F005,"Well, I mean, right now I'm just doing a little bit of everything. And I don't- I don't think that I'm in like a profession, like career oriented place."
Ses05M_impro04_M008,"You plan on being there forever? I mean, Like, what do you --"
Ses05M_impro04_F006,"No. I'm just working in restaurants and stuff. But, I'm also trying to audition and what not. So, it's --"
Ses05M_impro04_M009,yeah.
Ses05M_impro04_M010,right.
Ses05M_impro04_M011,"Yeah, yeah. Well, hello. That's what I'm doing too. But I can't get the restaurant job. I can't get -- -- the restaurant gig. No one will give me anything."
Ses05M_impro04_F007,Really?
Ses05M_impro04_M012,"I go in for these interviews, and they're all cool and everything, you know. Their nice and I'm nice to them, you know, give and take, back and forth, and whatever."
Ses05M_impro04_M013,But they always go with somebody else.
Ses05M_impro04_F008,"L.A. is really hard. I mean, have you tried like just going into a bar a couple of times to make friends with people who work there? and"
Ses05M_impro04_M014,"Yeah, absolutely. Hello? You know me. I go to bars all the time. Like, they all know me, you know. But no one wants to hire me."
Ses05M_impro04_M015,"but Maybe they don't want to hire me because they know me. I don't know, what's wrong with me, Is there something wrong with me?"
Ses05M_impro04_F009,"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just"
Ses05M_impro04_F010,are you going into the bars every night?
Ses05M_impro04_M016,"I mean, You can tell me what. Why is no one hiring me? Is it me? Be honest. You can tell me. you know I can take it. I can take it, you just tell me. Why?"
Ses05M_impro04_F011,"Well, I don't really know. I don't I don't know you in like a job situation, so."
Ses05M_impro04_M017,"Yeah, but I'm -- okay, well how about personality wise? I mean, people who know me won't hire me. Why?"
Ses05M_impro04_F012,"Wow. I don't -- I mean, do you- do you have an attitude problem when you're on the job?"
Ses05M_impro04_F013,Maybe [garbage].
Ses05M_impro04_F014,"Right. Maybe you have, like, you know a little bit of an abrasive vibe or something."
Ses05M_impro04_M019,An abrasive vibe?
Ses05M_impro04_F015,I don't know. I'm I'm just trying --
Ses05M_impro04_M020,"Let me know that's -- that's fine. You think I have an abrasive vibe, whatever. You're entitled to your opinion, of course. Maybe that's why I don't have a job."
Ses05M_impro04_F016,Are you getting defensive?
Ses05M_impro04_F017,Yeah. That might be something you want to look at. I mean --
Ses05M_impro04_M022,"I'm not like this all the time. I mean, I don't -- I'm just frustrated right now, all right. I just want to do --"
Ses05M_impro04_F018,Okay.
Ses05M_impro04_M023,"I want to make some money. I need to make some money. I've got to pay some bills, I owe people money. I owe lots of people money. I need to make some money."
Ses05M_impro04_F019,I understand.
Ses05M_impro04_F020,"Yeah, it's stressful. I recognize that."
Ses05M_impro04_M024,"Do you have any idea how I can make money? I mean, what can I do to make some quick money, something? Anything, that's relatively within the you know law."
Ses05M_impro04_F021,ah.
Ses05M_impro04_F022,"Not- Not selling pot, right?"
Ses05M_impro04_M025,"Right, probably not selling pot. I don't want to go to jail."
Ses05M_impro04_F023,Okay so.
Ses05M_impro04_F024,Fair enough.
Ses05M_impro04_M026,Because that would just really be a topper for me.
Ses05M_impro04_M027,Thank you. Ha ha.
Ses05M_impro04_F026,"Sorry. So, let's see. What else? What's available? What? Um. Hmm."
Ses05M_impro04_M028,See what I mean? You can't even think of anything.
Ses05M_impro04_F027,"Well, not off the top of head. It will just take you know take a minute. But do you have any, like, special skills?"
Ses05M_impro04_M029,I can juggle.
Ses05M_impro04_F028,"Well, maybe we can find you something with juggling."
Ses05M_impro04_M030,I've tried.
Ses05M_impro04_F029,Have you checked out Craig's List and stuff?
Ses05M_impro04_M031,Yes! Nobody wants a juggler. I am not going to -- I'm not going to dress up like a clown. I'm not going to dress up like a freaking clown. No.
Ses05M_impro04_F030,"What if you do kids parties? oh, come on."
Ses05M_impro04_M032,"No, it's demeaning. I am not a clown. I have talent. Clowns don't have talent."
Ses05M_impro04_F031,Okay. All right.
Ses05M_impro04_M033,It's that simple.
Ses05M_impro04_F032,"Okay. Well, fine. we won't- I won't argue with you about that."
Ses05M_impro04_M034,yeah.
Ses05M_impro04_F033,What else? I can't -- uh. I'm drawing a blank here.
Ses05M_impro04_M035,You and me both.
Ses05M_impro04_F034,"That's rough. I'm really sorry, Ryan."
Ses05M_impro04_F035,"Well, um, is that kinda like the side of you that you let people see when you go into these job interviews?"
Ses05M_impro04_M037,"No, I just showed that for you [garbage]."
Ses05M_impro04_F036,"Okay. Well, that's good. Yeah, I mean, you're you're- when you're happy you're a pretty personable guy. And I don't --I don't"
Ses05M_impro04_M038,I like to think so.
Ses05M_impro04_F037,I can't see where the issue would be. so
Ses05M_impro04_M039,see.
Ses05M_impro04_M040,"Yeah, well thanks for your help."
Ses05M_impro04_M041,I'll need it.
Ses05M_impro05_M000,Hi. Um- My luggage didn't come out of the conveyor thingy.
Ses05M_impro05_F000,Hmm. Hmm.
Ses05M_impro05_M001,"So, um, what do I do?"
Ses05M_impro05_F001,How long ago was that?
Ses05M_impro05_M002,"Uh- Like, an hour and a half ago. I talked to somebody who was standing out there and they said wait. Sometimes like random butt- pieces come out late."
Ses05M_impro05_F002,Uh-Hmm.
Ses05M_impro05_M003,"And so I waited there, but nothing came."
Ses05M_impro05_F003,"Um, okay. Well, you can fly- file a claim. Where were you coming from?"
Ses05M_impro05_M004,"I was coming from um the Midwest, like Iowa."
Ses05M_impro05_F004,"So, within the country, though? umm"
Ses05M_impro05_M005,"Yeah, I know I was in the country. I mean, it's not that complicated."
Ses05M_impro05_F005,"Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the --"
Ses05M_impro05_M006,"Well, I would hope so."
Ses05M_impro05_F006,"Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost."
Ses05M_impro05_M007,People lose --
Ses05M_impro05_F007,yeah.
Ses05M_impro05_M009,"You know, this is actually, I mean it's -- it's a really important piece of luggage."
Ses05M_impro05_F008,Okay.
Ses05M_impro05_M010,"I mean, it's not big or anything like that. I mean, it's not worth a lot of money or anything."
Ses05M_impro05_F009,Did you have insurance on your flight?
Ses05M_impro05_F010,"No, you have to buy it now. It's like thirty dollar extra."
Ses05M_impro05_M012,"Well, no one even told me about that. Like, why would I think to buy insurance? I was- It's like a three hour flight."
Ses05M_impro05_F011,"well, it's something that worth"
Ses05M_impro05_F012,"yeah, I don't know."
Ses05M_impro05_M013,"How can you lose my luggage like from like, in --"
Ses05M_impro05_F013,Chances are it's probably just you know -- taking time being um- unloaded from the airplane.
Ses05M_impro05_M015,"I should hope so. You know, I need that today."
Ses05M_impro05_F014,"Um, well, there's not much I can do. I can, you can file this report and we'll call you when it comes in."
Ses05M_impro05_M016,"Let me explain to you what the problem is. My grandfather's remains are in that bag. And I have to, like, distribute them today. We're suppose to, you know, throw them out to the sea today."
Ses05M_impro05_F015,wow.
Ses05M_impro05_F016,"Wow. Well, that's really important, obviously. But, um --"
Ses05M_impro05_M017,"Yeah. I mean, if you have a suggestion, like, it would be great to help me out here."
Ses05M_impro05_F017,"Uh- Actually, I don't know that that's legal. Um- it is the issue"
Ses05M_impro05_M018,"Well, I don't care if it's legal. It's happened. It's already done."
Ses05M_impro05_F018,"Yeah I mean, Your bag might have been confiscated because it's --"
Ses05M_impro05_M019,"Well, could you tell me if it's been confiscated then."
Ses05M_impro05_F019,-- it's a biohazard. so- um
Ses05M_impro05_M020,"I mean, some information here would be great. Some help. Can you, like, type something in and find out?"
Ses05M_impro05_F020,Yeah. Let me just call security.
Ses05M_impro05_M021,That would be great. Thank you very much.
Ses05M_impro05_F021,[LAUGHTER] Okay. Hold on.
Ses05M_impro05_M022,Thank you
Ses05M_impro06_M000,I just got some bad news.
Ses05M_impro06_M001,"My friend, Shotty, passed away."
Ses05M_impro06_F002,"Oh, I'm so sorry"
Ses05M_impro06_M002,"The end, he's been sick for awhile. He had cancer."
Ses05M_impro06_F003,"Oh, my gosh."
Ses05M_impro06_M003,"Yeah. It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything."
Ses05M_impro06_M004,"You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know. When he finally kicked this stupid cancer, you know, and we were gonna --"
Ses05M_impro06_M005,"he wanted to travel, you know. And he's so talented. Probably the most talented person I have ever met in my entire life."
Ses05M_impro06_F004,What did he do?
Ses05M_impro06_M006,"He was a designer, you know. But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was --"
Ses05M_impro06_M007,"he just did everything. He was literally, literally the most talented guy I have ever met in my entire life."
Ses05M_impro06_M008,And he's gone now and I -- I just can't believe it.
Ses05M_impro06_F005,Yeah. I'm so sorry.
Ses05M_impro06_M009,"I mean, one second you think, you know, you're just having a conversation and then --"
Ses05M_impro06_M010,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that. Do you know what I mean? Like that's -- he was the person that I did that with. You know, like, that's the person who I needed to call to tell things to all the time."
Ses05M_impro06_F006,You guys have been-
Ses05M_impro06_M011,"And now I don't have that person anymore, you know. And it's -- -- it's just, you."
Ses05M_impro06_M012,"You think that things get easier, you know, as you as you get older and you -"
Ses05M_impro06_M013,"and it just gets worse. It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-"
Ses05M_impro06_F007,I'm sorry. I-
Ses05M_impro06_M014,"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?"
Ses05M_impro06_F008,"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that."
Ses05M_impro06_M017,"No, you're right. I don't. You're right."
Ses05M_impro06_M018,"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way. Of course not, but that's just where I am right now and -- -- I don't know what else to do with it."
Ses05M_impro06_F009,Yeah. I understand. I think it's really healthy to grieve.
Ses05M_impro06_M019,I just miss him.
Ses05M_impro06_F010,If there's anything I can do to be there for you.
Ses05M_impro06_M020,Thanks.
Ses05M_impro07_M000,Guess what?
Ses05M_impro07_F000,What?
Ses05M_impro07_M001,I got it. I got accepted to U.S.C..
Ses05M_impro07_F001,"Oh, for real?"
Ses05M_impro07_M002,Yes! I just found out today. I just got the letter.
Ses05M_impro07_F003,"oh,I'm so glad."
Ses05M_impro07_M003,I know. I know. I'm so excited.
Ses05M_impro07_F004,What are you gonna study?
Ses05M_impro07_M004,"oh, Theater. yeah, yeah."
Ses05M_impro07_F005,Really? Are you doing the M.F.A. program?
Ses05M_impro07_M005,yes.
Ses05M_impro07_M006,oh-
Ses05M_impro07_F007,I heard it's so tough to get into.
Ses05M_impro07_M007,It's exactly what I wanted.
Ses05M_impro07_F008,That's awesome.
Ses05M_impro07_M009,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-"
Ses05M_impro07_F009,"Yeah, that's awesome."
Ses05M_impro07_F010,No.
Ses05M_impro07_F011,"Uh huh. Yes, seriously, for years."
Ses05M_impro07_M011,"Finally. I'm so excited. We're gonna -- well, I'll be here. We're still gonna be able to see each other."
Ses05M_impro07_F012,I know. I know. I'm- I'm definitely -- I realize [LAUGHTER].
Ses05M_impro07_M013,"What are you, wait, what are you doing?"
Ses05M_impro07_F013,"Um- I'm gonna be studying at U.S.C., too."
Ses05M_impro07_M014,"Perfect! Oh, my God. Are you staying, are you going to live on campus?"
Ses05M_impro07_F015,Yeah. Totally- Well where are you going to live?
Ses05M_impro07_M016,We are gonna have a great time.
Ses05M_impro07_M017,"[garbage] I'm going to live on campus. I mean, well, around campus, anyway. Yeah, housing around campus."
Ses05M_impro07_F016,Oh yeah.
Ses05M_impro07_F017,Good tradeoff
Ses05M_impro07_M018,"I just want to be really close to things, you know. I know it's not exactly the best neighborhood in the entire world. But uh-"
Ses05M_impro07_F018,I don't- I don't think it's that bad.
Ses05M_impro07_M019,"I don't- you know ,I feel the same way, you know what I mean. And everybody says a lot of other crap you know, they don't know what they are talking about anyway."
Ses05M_impro07_F019,yeah.
Ses05M_impro07_M020,"They don't live here. They don't know, right?"
Ses05M_impro07_F020,"Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more"
Ses05M_impro07_M021,yeah.
Ses05M_impro07_M022,Exactly. You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.
Ses05M_impro07_F021,"Right, Exactly."
Ses05M_impro07_F022,Oh I'm so glad.
Ses05M_impro07_M023,yeah.
Ses05M_impro07_F023,"So when do you know, like, where you're gonna live? and-"
Ses05M_impro07_M024,"Well, I don't know. I've got to go look for a place."
Ses05M_impro07_F024,"Oh, wow."
Ses05M_impro07_M025,"Yeah, yeah. I- I don't- I don't know. Do you have any suggestions?"
Ses05M_impro07_F025,Um-
Ses05M_impro07_M026,You know the area better than I do.
Ses05M_impro07_F026,"Yeah. I mean, I know, I know, like the- the housing surrounding the campus pretty well."
Ses05M_impro07_F027,Um- How many people do you want to live with?
Ses05M_impro07_M028,"Not a lot. I mean, I wouldn't want to live with more than three other people. So, like four of us total, right?"
Ses05M_impro07_F028,All dudes?
Ses05M_impro07_M029,I don't care. I don't care.
Ses05M_impro07_F029,Um- I think I have some friends.
Ses05M_impro07_M030,yeah?
Ses05M_impro07_F030,yeah.
Ses05M_impro07_M031,That would be perfect.
Ses05M_impro07_F031,"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap."
Ses05M_impro07_M032,Really?
Ses05M_impro07_M033,Really?
Ses05M_impro07_F032,yeah.
Ses05M_impro07_M034,Cheap is exactly what I need- Because I have no money at all.
Ses05M_impro07_F033,Okay.
Ses05M_impro07_M035,"But, uh--"
Ses05M_impro07_M036,"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah."
Ses05M_impro07_F035,"You've got a lot- oh, awesome."
Ses05M_impro07_F036,Oh cool.
Ses05M_impro07_M037,"So it comes Indian like. And you know I'm kind of smart, so."
Ses05M_impro07_F037,Yeah.
Ses05M_impro07_F038,totally.
Ses05M_impro07_F039,good for you.
Ses05M_impro07_M039,"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go."
Ses05M_impro07_F040,the way to do it.
Ses05M_impro07_M040,"Yeah, yeah, yeah. And it's gonna work out. I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end. But I don't care."
Ses05M_impro07_F041,"Wow, are you so excited?"
Ses05M_impro07_M041,It's just you know a dream come true. How could you not be excited about a dream come true?
Ses05M_impro07_F042,"You're gonna be so busy, too. You're going to have to work so hard."
Ses05M_impro07_M042,"Oh I know, I know."
Ses05M_impro07_M043,"But I'm so looking forward to being so busy. You know what I mean? It's the kind of busy you've got to love, right?"
Ses05M_impro07_M044,Because you're doing something you love. That's the kind of busy you want. I want to be able to do that for the rest of my life. Be that kind of busy.
Ses05M_impro07_F044,All right. Wow. So exciting.
Ses05M_impro07_M045,I had to tell you right away. I knew you'd be excited.
Ses05M_impro07_M046,We'll have fun.
Ses05M_impro07_F045,Yeah. We'll have so much fun.
Ses05M_impro07_M047,Great. Okay.
Ses05M_impro08_M000,"D.S.L. Extreme, can I help you?"
Ses05M_impro08_F000,"Hi, I need- I need some help. I've been transferred to, like, eight different departments and I've told my problem to every single department, and then they just send me to another one and say they are going to send all my information so I won't have to repeat it, and then that person doesn't know what's going on. And I've restated my story about eight different times and I just want somebody to help me get my connection back, because this happens every two weeks. And I want to know what to do to stop it from happening again."
Ses05M_impro08_M001,This happens every two weeks?
Ses05M_impro08_F001,Yeah. That my service just goes out.
Ses05M_impro08_M002,You've lost your connection.
Ses05M_impro08_F002,yeah.
Ses05M_impro08_M003,okay.
Ses05M_impro08_F003,"And I'll reset the IP address. I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-"
Ses05M_impro08_M004,Hmm. Mmm.
Ses05M_impro08_F004,"Is not, It it It will work again for like a week and then it goes out again."
Ses05M_impro08_M005,Has somebody tried to pin your site?
Ses05M_impro08_F005,"Uh, yeah. We've pinned it a couple of times."
Ses05M_impro08_M006,"Okay. Um- Well, I don't know. And it consistently happens every two weeks?"
Ses05M_impro08_F006,"Pretty much, yeah - I don't know if it's, like, bad phone lines or something."
Ses05M_impro08_M007,"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?"
Ses05M_impro08_F007,Hmm. Mmm.
Ses05M_impro08_M008,"Okay. Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows? I mean, is it --"
Ses05M_impro08_F008,yeah.
Ses05M_impro08_F009,"It goes- It goes, like, through doorways. But it goes a long distance."
Ses05M_impro08_M009,"Okay. Is it being- Is it being compressed between anything by any chance? Because sometimes your connection can be you know, disrupted by, you know, the cable being squished."
Ses05M_impro08_M010,"Yeah. That can be- That can create a bad connection. And it won't always be a bad connection, but it will be bad off and on."
Ses05M_impro08_F011,"Well, I- I can check that. Is there anything else we can do, too? Like, I'll go through and check the line throughout the house, but --"
Ses05M_impro08_M011,"Yeah, well, absolutely. What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay. Can you go down to your start button?"
Ses05M_impro08_F012,Uh huh.
Ses05M_impro08_M012,"Okay, And uh- go ahead and click on run."
Ses05M_impro08_F013,All right.
Ses05M_impro08_M013,Okay. We're gonna get your -- a little black box is going to come up. Do you see that?
Ses05M_impro08_F014,"Yeah, I see that."
Ses05M_impro08_M014,"Okay Uh- You've got your C calling, go ahead and type in directory list."
Ses05M_impro08_F015,Okay.
Ses05M_impro08_M015,And hit enter.
Ses05M_impro08_F016,Okay.
Ses05M_impro08_M016,Okay? Can you tell me what that says?
Ses05M_impro08_F017,"Uh, it it's like a bunch of different letter and numbers and stuff."
Ses05M_impro08_M017,"Okay Okay, And Um- letters and numbers and stuff. Uh- Can you - Can you just type in IP address search? And hit enter."
Ses05M_impro08_F018,"Uh huh, Okay."
Ses05M_impro08_M018,Okay? Does it list your IP address there?
Ses05M_impro08_F019,"Uh, yeah looks -- no, no. It's set to zeros."
Ses05M_impro08_M019,"It's set to zeros. Okay, maybe that's our problem. That could very well be our problem there. Somehow you've lost your IP address. I'm not sure why that would happen every week. It could be a cycling issue, something like that. But let's go ahead and type your IP address in again."
Ses05M_impro08_M020,"Well, if it does happen again, let me give you my direct number and you can call me. Actually, I'll give you my cell number. Um- It's --"
Ses05M_impro08_M021,"Of course. we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore."
Ses05M_impro08_F022,"Oh, my God. I can't even tell you how much of a relief that is. I literally call and talk to five different people. Like last week it went off and I spent an hour and a half on the phone with different people. And I've been doing that like every, every other week for months now."
Ses05M_impro08_M022,I completely understand.
Ses05M_impro08_F023,It's so frustrating.
Ses05M_impro08_M023,Absolutely. And I just don't want that to happen to you anymore.
Ses05M_impro08_M024,Absolutely. It's a new service we are offering.
Ses05M_impro08_F025,"Yeah, accountability. It's awesome."
Ses05M_impro08_M025,Uh huh Uh huh We want you to be happy. You're our customer. You're the most important thing. Okay?
Ses05M_impro08_F026,"Wow. You know I was thinking about changing internet providers, but but that- that really is enough to change my mind."
Ses05M_impro08_M026,"Great. Well, that makes me very happy. That makes us all happy here at D.S.L. Extreme. Is there anything else I can help you with?"
Ses05M_impro08_F027,No. I'm just gonna go have a fantastic day now.
Ses05M_impro08_M027,All right. You have a wonderful day. Call us anytime.
Ses05M_impro08_F028,Okay. Thanks.
Ses05M_impro08_M028,"All right. Bye, bye."
Ses05M_script01_1_F000,What's he going to say? Maybe we should tell him before he sees it.
Ses05M_script01_1_F001,When? I was the first one up. He was still in bed. How could he have seen it?
Ses05M_script01_1_F004,Did you talk to him?
Ses05M_script01_1_M004,No. I figured it was best to leave him alone.
Ses05M_script01_1_F005,He cried hard?
Ses05M_script01_1_M009,You know that Larry's not coming back and I know it. So why do we go on letting him think that we believe with him?
Ses05M_script01_1_F010,"What do you want to do, argue with him?"
Ses05M_script01_1_M010,I don't want to argue with him. But it's time he knows that nobody else thinks that Larry's alive anymore.
Ses05M_script01_1_M011,"Why should he dream about him, walking around looking for him at night? Do we contradict him? Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?"
Ses05M_script01_1_M012,We have to say it to him.
Ses05M_script01_1_F012,how are you gonna prove it? Can you prove it?
Ses05M_script01_1_M013,For Gods sake! Three years! Nobody comes back after three years. That's insane!
Ses05M_script01_1_F013,"To you it is and to me, but not to him. Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave. So where are you?"
Ses05M_script01_1_F014,"The trouble is the God damn newspapers. I mean every every week a kid turns up, missing like longer than Larry."
Ses05M_script01_1_M015,"All right. All right, mom. Just listen. You know why I invited Annie her, don't you?"
Ses05M_script01_1_M016,You know.
Ses05M_script01_1_M017,I'm going to ask her to marry me.
Ses05M_script01_1_M018,It's not just my business.
Ses05M_script01_1_F018,"Well, what do you want me to do? You're old enough to make- to know your own mind."
Ses05M_script01_1_M019,So it's okay then? I should just go ahead and do it?
Ses05M_script01_1_M020,"Oh, so it isn't just my business?"
Ses05M_script01_1_F020,I'm just saying.
Ses05M_script01_1_M021,You infuriate me sometimes. Do you know that? God.
Ses05M_script01_1_M022,"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it? I mean, you have such a talent for ignoring things."
Ses05M_script01_1_F021,"I ignore what I got to ignore. I mean, the girl is Larry's girl."
Ses05M_script01_1_M023,She is not Larry's girl!
Ses05M_script01_1_F022,"From your father's point of view he's not dead and she's still his girl. Now, you can go on from there if you know where to go, Chris, but I don't know. So what can I do for you?"
Ses05M_script01_1_M024,"I don't know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else. My whole bloody life; time after time after time."
Ses05M_script01_1_F023,"Well, you're a considerate fella, there's nothing wrong in that"
Ses05M_script01_1_M025,To hell with that!
Ses05M_script01_1_F024,Have you asked Annie yet?
Ses05M_script01_1_F025,"Well, what if she feels like your father? And how do you know she will marry you?"
Ses05M_script01_1_F026,"Well, the trouble is you never saw enough women."
Ses05M_script01_1_M028,So what? I'm not fast with women.
Ses05M_script01_1_F027,"Well, I just don't see why it has to be Annie."
Ses05M_script01_1_M029,Because it is.
Ses05M_script01_1_F028,"Well, that's a good reason. But that doesn't mean anything at all. I mean, you haven't seen her in five years."
Ses05M_script01_1_M030,"I know her best, all right? I don't know. I grew up next to her. When I think of somebody for my wife these days, I think of Annie. What do you want, a diagram?"
Ses05M_script01_1_F029,"No. I don't want a -- look, your father thinks he's coming back, Chris. You marry that girl and you're pronouncing him dead. Now, what's going to happen to your father; do you know? Because, I don't."
Ses05M_script01_1_M032,"I've given it three years of thought. I hoped that if I'd waited, dad would have forgotten about it by now. And we could have like a normal wedding and everybody happy."
Ses05M_script01_1_M033,"But if that can't happen, I'll just have to get out."
Ses05M_script01_1_M034,"I'll get out. I'll go get married and live someplace else. I don't know, maybe New York."
Ses05M_script01_1_F032,Are you crazy?
Ses05M_script01_1_M035,I have been a good son for too long. A good sucker. I'm through with it.
Ses05M_script01_1_M036,"Yes. On this, I would."
Ses05M_script01_1_M037,"Well, you help me stay here."
Ses05M_script01_1_F035,"All right. But don't think like that. Because what the hell did we work for, Chris? I mean, this whole thing, it's all for you."
Ses05M_script01_1_M038,"I know that, mom. Just, you help me stay here."
Ses05M_script01_1_F036,Just don't think that way. Do you hear me?
Ses05M_script01_1_F037,"I don't understand you, do I?"
Ses05M_script01_1_M040,"No, you don't. I'm a pretty tough guy."
Ses05M_script01_1_F038,"Yeah, I can see that."
Ses05M_script01_1b_F000,What's he going to say? Maybe we ought to tell him before he sees it.
Ses05M_script01_1b_M001,He was out here when it broke.
Ses05M_script01_1b_M002,About four this morning. I heard it crack and I looked out the window and he was standing right there when it cracked.
Ses05M_script01_1b_M003,"I don't know. But after he saw it, he ran back into the house and started crying in the kitchen."
Ses05M_script01_1b_M004,No. I figured it was best to leave him alone.
Ses05M_script01_1b_M005,"Yes, yes he is. I don't know the meaning in it. But I know one thing, mom, we made a terrible mistake with Dad."
Ses05M_script01_1b_M008,I don't want to argue with him. But it's time that he knows that nobody else believes that Larry's alive. I mean
Ses05M_script01_1b_M009,"Why shouldn't he dream about him, walk the nights waiting for him? Do we contradict him? Do we say outright that we don't have any hope anymore? That we haven't had any hope for a long time?"
Ses05M_script01_1b_M010,"For Gods sake, three years! Nobody comes back after three years. It's insane!"
Ses05M_script01_1b_F012,"The trouble is the God damn newspapers, I mean, ea- each week a new boy turns up out of nowhere. So the next one is gonna be Larry. So you--"
Ses05M_script01_1b_M012,"All right. All right, just listen."
Ses05M_script01_1b_M016,You know it's not just my business.
Ses05M_script01_1b_F016,"What do you want me to do? I mean, You're old enough to know your own mind."
Ses05M_script01_1b_M017,So it's all right then? I should just go ahead with it?
Ses05M_script01_1b_M019,"Isn't it your business, too, if I tell dad and he throws a fit about it? You have such a talent for ignoring things."
Ses05M_script01_1b_F018,"I ignore what I got to ignore. I mean, the girl is Larry's girl."
Ses05M_script01_1b_M020,She's not Larry's girl.
Ses05M_script01_1b_M021,"I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time."
Ses05M_script01_1b_M022,what to hell with that!
Ses05M_script01_1b_F022,Have you asked Annie yet?
Ses05M_script01_1b_F023,"Well, how do you know she'll marry you? Maybe she feels like your father does."
Ses05M_script01_1b_M025,"I'll find out and then we'll thrash it out with dad, all right? Mom, don't avoid me."
Ses05M_script01_1b_F024,The trouble is you don't see enough women. You never did.
Ses05M_script01_1b_M026,"So what, I'm not fast with women?"
Ses05M_script01_1b_M027,Because it is.
Ses05M_script01_1b_F026,"Well, that's a good reason. But it don't mean a thing. I mean, You haven't seen her since you went to war. It's been five years."
Ses05M_script01_1b_M028,"[garbage] I don't know. It's just,"
Ses05M_script01_1b_M029,"she's who I know best. I know her since I- I was a kid I grew up with her. When I think of somebody for my wife these days, I I think of Annie. What do you want, a diagram?"
Ses05M_script01_1b_F027,"No I don't want a- Your father thinks he's coming back, Chris. If you marry that girl, you're pronouncing him dead."
Ses05M_script01_1b_F028,"Now, what's going to happen to your father, do you know? I don't."
Ses05M_script01_1b_M030,"All right then, mom."
Ses05M_script01_1b_M031,"I've given it three years of thought. I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy."
Ses05M_script01_1b_M032,But if that can't happen then I'll just get out.
Ses05M_script01_1b_M033,"I'll get out. I'll go get married someplace else, I- I'll live someplace else, maybe New York."
Ses05M_script01_1b_F031,Are you crazy?
Ses05M_script01_1b_M035,The business? The business doesn't inspire me.
Ses05M_script01_1b_F033,Must you be inspired?
Ses05M_script01_1b_M036,"Yeah, I'd like one hour a day. If I have to grub for money all day long, I'd like to go home to something beautiful. I'd like a family. I'd like some kids."
Ses05M_script01_1b_F034,You don't want to think like that.
Ses05M_script01_1b_F035,"All right. But don't think like that because what the hell did we work for, Chris? All of this, all of it, it's all just for you."
